"Dataset","Type","Student","Intercept","Slope"
"ds104","Student","Stu_78299e6d1e97ed605e67141278da5db0","-0.8775263584281","0.0010930278053792"
"ds104","Student","Stu_7ee4b5e1a58b07fc986dad25fcd7ab39","-0.447896366638552","0.0170620294628655"
"ds104","Student","Stu_7f4c5c4a9fe26e01ad09f967653b826b","-0.400069400212372","-0.00230043283116191"
"ds104","Student","Stu_82631c60e5fbe1d4a54c0b9c275a811c","-0.618810321871941","0.0106096921898351"
"ds104","Student","Stu_8903667738e041157ac32c60bcc75a2f","-0.647225187822937","0.0080193263594121"
"ds104","Student","Stu_8b6b1d74c0920d53402a48f86ce2c6d7","-0.601101091423171","0.00457458048508508"
"ds104","Student","Stu_924f4d05f2c1c2583a399f0f5469e05d","-0.17853024854644","-0.00440379633545663"
"ds104","Student","Stu_92535797f9324d733c7cfbf7e00d525c","0.169806211093938","-0.0133670934389001"
"ds104","Student","Stu_9310fee7cb6e03326240fa67933953bb","0.408502919803143","-0.00416923796787204"
"ds104","Student","Stu_93be94bdb407f7620b9904d7a36e06fa","-0.0339704771754219","0.0158688415070242"
"ds104","Student","Stu_9555e202aa65e74106d7503de2d40237","0.10102667209003","0.00287153483490027"
"ds104","Student","Stu_971412ab034985d16434fa7c420b79a0","-0.75719398440829","0.00461384587299395"
"ds104","Student","Stu_98c63c8234d9f3f8abb526e8da601c30","0.287953988610924","-0.00316106274291449"
"ds104","Student","Stu_99d96451f08971675f1969f1284dbbd0","0.0948188938092713","-0.00327988349512942"
"ds104","Student","Stu_9a632cb3970031e8c23ad89346aa1e8f","-0.778761268919966","0.0122487832762204"
"ds104","Student","Stu_9c472ef193f6d40ea4e5141e8c66cb3f","-0.327425999511706","-0.00233182247703563"
"ds104","Student","Stu_9f4d8985c78a92f96132b85cdf99f4d1","-0.752958614188331","0.00791400002671555"
"ds104","Student","Stu_a43447a7ffaf193c1a712587c59072fb","-0.371093216897746","0.00314239636689401"
"ds104","Student","Stu_ab2615a9115e377e988c3caf030a7b1a","0.252231892213001","0.00255053722673003"
"ds104","Student","Stu_abb19fbc44fa2c6766639769735b7160","-1.00240670174441","0.00534477393246213"
"ds104","Student","Stu_abd6fd052576e5a1d918fb021c28e98e","-1.0342529715903","0.0154407427882786"
"ds104","Student","Stu_ac1cf0f5d553a5061dc2d608aa4d5414","0.397017566329901","-0.00970112636693147"
"ds104","Student","Stu_ae174a2a1d6b918fe0a5e1cd09100689","0.684534163023262","-0.00699104141597482"
"ds104","Student","Stu_b4f7dee9add099e55e8c3d61dd8ebda0","-0.321737132554875","0.00902249362684877"
"ds104","Student","Stu_c09490cd7e4c5204f24cbfb8466e0621","0.13654141822899","-0.00289585731128039"
"ds104","Student","Stu_cb49d993980ff889f46bfdb126056be1","-0.131907146709471","-0.00464889105182458"
"ds104","Student","Stu_cbc8ab516c12bb7972c4a139c56745a8","-0.178511014233967","-0.0149091455978016"
"ds104","Student","Stu_cc05823f952ac42b6ab6e2a8a3d35b26","0.257093484331701","-0.00500617079612107"
"ds104","Student","Stu_cf298740683e65ed76eb522b587d5819","-0.296341384227231","0.00880519148488115"
"ds104","Student","Stu_d0f1ca26aa1b192dc3056a9d2d6b623f","0.100065827991495","-0.00190741405286292"
"ds104","Student","Stu_d2ac56a017e2639b1925598037cbe0c6","0.0715528225567809","-0.00237236766694702"
"ds104","Student","Stu_d4e956edfcd6b6d6a5ef09aeec351d95","0.213813305402731","-0.00805763795924351"
"ds104","Student","Stu_d55c554fa870dc2a4fc3522989cfca62","0.233896184233142","0.00828862895687475"
"ds104","Student","Stu_d855b327ab4849f3298fe713f83bc319","0.449673176795704","-0.00220396200833703"
"ds104","Student","Stu_d8dc4d3e4954059fc80124bf6b720f80","0.768622407329893","0.00611316679333004"
"ds104","Student","Stu_d93963ded0b5a0e9c0b5feb3ab4f4741","0.954862980638135","0.00742787268271423"
"ds104","Student","Stu_daa5253ad0e596e2c243742d0dc0385d","0.818717116325421","-0.00750303708096614"
"ds104","Student","Stu_dc4213457a9170b8a274763d3b351d90","-0.254055017996725","0.00920900322958453"
"ds104","Student","Stu_df41831666bdaed368854c3a7645dd2e","-0.0439700659516726","-0.00877826313961221"
"ds104","Student","Stu_dff7be1fc5c90988a5d588c45662b425","0.683014082986402","-0.00199377757233014"
"ds104","Student","Stu_e007d785256f56b8c3269d65c18fa831","-0.487262118178145","-0.00609053088361941"
"ds104","Student","Stu_e3fa3e8c100d83329724352d0654bc59","-0.46754571926364","-0.00377803804263305"
"ds104","Student","Stu_e449d65366ebff9f24f7e421829833a8","1.20724959330078","-0.00214896308348335"
"ds104","Student","Stu_e5216727eb013dfaec381e7fb5cb2de7","0.347157044967097","-0.00303478804740193"
"ds104","Student","Stu_e5fa4e3ee5b42818315e85a92995bfad","0.777566821819092","-0.0127023352907237"
"ds104","Student","Stu_e82c052e7a5949770d40901fe80d71bc","0.249378491460325","-0.00306975212812908"
"ds104","Student","Stu_e9622dd91c3b380c428de9154310df6c","-0.457169487543592","0.00219318706706824"
"ds104","Student","Stu_f0c14e773f28386c324f6d69428e04ad","-0.298933506621496","0.00883880678744696"
"ds104","Student","Stu_f10df54e49b74f6b3c7225d18a1aa76f","-0.234368310506619","-0.00656959217903355"
"ds104","Student","Stu_f2ba74102ce3fe6777004b0f0fd99c13","-0.176874680302443","-0.010541584332455"
"ds104","Student","Stu_f416eff41c520b150126d21f1e8770b9","-1.60640114802589","0.00650103935556638"
"ds104","Student","Stu_f46a42b5a4992281e25d4ec799ebdebb","0.0551723102246849","0.000157707484660244"
"ds104","Student","Stu_f52b80bf543984bdfd5fbeb5beb4d2e0","-0.564581980874964","0.000566492546286119"
"ds104","Student","Stu_fa23fc3d1c2c38971aab83c94ad84f35","0.313355514692662","-0.00787464911431726"
"ds104","Student","Stu_fdf4263f3c3f4afab5745a6622af43f2","-0.18636044980054","0.016190216922094"
"ds1330","Student","10001122","0.322422602825137","0.000666750420046523"
"ds1330","Student","10028190","-0.594612216061273","-0.011215456088748"
"ds1330","Student","10029429","0.222933677298072","-0.0200031232293314"
"ds1330","Student","10034759","0.344494159701535","0.0278693291106349"
"ds1330","Student","10037499","0.537533145320553","-0.0113595493848121"
"ds1330","Student","10048364","-0.0716918577008503","-0.00967771449229335"
"ds1330","Student","10049236","-0.30135002627352","-0.0526923990165957"
"ds1330","Student","10052134","0.0661436158730592","-0.0169489141916093"
"ds1330","Student","10074278","-0.293384590118975","0.00860218555370004"
"ds1330","Student","10096950","-0.139393809410205","0.00686844079466694"
"ds1330","Student","10100285","0.611950324556463","0.0105933255971266"
"ds1330","Student","10109191","0.24319662936051","-0.00072391135856425"
"ds1330","Student","10112582","0.609936724559249","0.0155254215367046"
"ds1330","Student","10114442","-0.072644419852876","-0.0308226167408811"
"ds1330","Student","10119481","0.303558169578681","-0.00498322846972189"
"ds1330","Student","10133037","0.300332027017172","0.0480695002521445"
"ds1330","Student","10144232","-0.715129249350826","-0.00912305912553581"
"ds1330","Student","10146014","-0.528766405016347","-0.032077912672319"
"ds1330","Student","10153207","1.22468016154574","0.052017487227304"
"ds1330","Student","10163667","0.0646784866797347","-0.00338432365684037"
"ds1330","Student","10204876","0.629328254638324","0.0231083837488023"
"ds1330","Student","10217062","-0.331656967391089","-0.0400586464550252"
"ds1330","Student","10221773","-0.438972060019043","-0.0296210217217388"
"ds1330","Student","10231464","-0.310541464226932","-0.0208209800912981"
"ds1330","Student","10249856","-0.375711301373821","-0.0147449380949648"
"ds1330","Student","10250409","0.303558169578681","-0.00498322846972189"
"ds1330","Student","10258789","-0.317958256091264","-0.00723011700152822"
"ds1330","Student","10275086","0.470977224456126","0.017343323942053"
"ds1330","Student","10277634","0.412023760505578","0.0368142679833969"
"ds1330","Student","10278179","-0.500903449049336","-0.016322108902553"
"ds1330","Student","10279736","-0.551384399147057","-0.00830255994766558"
"ds1330","Student","10286300","-0.133395867850887","0.0346952646704583"
"ds1330","Student","10323113","-0.310541464226932","-0.0208209800912981"
"ds1330","Student","10332656","0.155598883897928","0.00301610962544126"
"ds1330","Student","10332765","0.344033527385575","0.0103763171561044"
"ds1330","Student","10338791","-0.168372089760883","-0.0107874359035325"
"ds1330","Student","10364040","0.143896650553665","-0.000428330031008496"
"ds1330","Student","10369882","-0.212484328054559","0.000632491572765873"
"ds1330","Student","10395236","-0.402253725805361","-6.25190957182153e-05"
"ds1330","Student","10402187","-0.397193462486981","-0.0740510917505728"
"ds1330","Student","10406639","0.228303030659691","0.0230893099714277"
"ds1330","Student","10410315","-0.201623608420578","-0.00439991360091488"
"ds1330","Student","10420597","0.122451943580369","0.0229862206809318"
"ds1330","Student","10421533","0.115910132831041","-0.017007809338163"
"ds1330","Student","10443837","0.106312902033719","-0.000316456348702318"
"ds1330","Student","10454926","0.564298223409512","-0.000451376839877903"
"ds1330","Student","10461388","-0.400537751261063","0.000937485898167872"
"ds1330","Student","10480299","0.400209159036489","-0.00585866267181897"
"ds1330","Student","10491434","0.279262514525514","0.00700115597194829"
"ds1330","Student","10496437","0.369831860442894","0.00321162131330904"
"ds1330","Student","10505509","-0.171962268673975","-0.0121479069620218"
"ds1330","Student","10512939","-0.366826058304087","-0.00211437506808179"
"ds1330","Student","10516833","0.0624178588678213","-0.0104883420500653"
"ds1330","Student","10528462","-0.148773475215567","-0.00251735940416762"
"ds1330","Student","10533690","0.187502539386187","0.000468889802538936"
"ds1330","Student","10535807","0.348184371694678","-0.00224283680346233"
"ds1330","Student","10539563","-0.974849293356345","-0.0122286992080178"
"ds1330","Student","10547511","0.439963516498043","-0.00075453535552955"
"ds1330","Student","10562569","0.44565764345574","0.00314839481179299"
"ds1330","Student","10575128","-0.177594240323668","0.00583620256210858"
"ds1330","Student","10581786","0.0732572147779616","-0.00581972219122985"
"ds1330","Student","10601378","0.24319662936051","-0.00072391135856425"
"ds1330","Student","10602299","-0.319149766909948","0.0115255668120256"
"ds1330","Student","10603077","0.00111051466220013","-0.0278319108208654"
"ds1330","Student","10612840","-0.621704558136923","-0.0416662638039847"
"ds1330","Student","10618426","0.657150281931346","0.0136337187994343"
"ds1330","Student","10621986","-0.244795832135556","0.0339436500962772"
"ds1330","Student","10628054","0.187382526055343","-0.0250464855626123"
"ds1330","Student","10630889","-0.393973429996313","-0.00236872171792411"
"ds1330","Student","10633878","0.353563129590843","5.34944291104651e-05"
"ds1330","Student","10637402","-0.109781536670141","0.00032678126158708"
"ds1330","Student","10642118","-0.171962268673975","-0.0121479069620218"
"ds1330","Student","10645107","-0.116675967876453","0.00711070247860483"
"ds1330","Student","10651296","-0.210381144388392","0.000626231130139308"
"ds1330","Student","10657081","0.184016157229463","0.0833843190235973"
"ds1330","Student","10659025","-0.43723136888573","-0.0150295702779086"
"ds1330","Student","10662841","0.113536132633918","0.0140007409014911"
"ds1330","Student","10667536","0.363346440544362","0.0117596292751705"
"ds1330","Student","10693223","0.539080691231791","0.00869347592898073"
"ds1330","Student","10694555","0.451153480377767","0.00529603897109071"
"ds1330","Student","10708133","0.554619052909671","0.0383841929466009"
"ds1330","Student","10718069","0.874911575617622","0.0407346786744841"
"ds1330","Student","10718780","0.274405397868234","0.0158145172386083"
"ds1330","Student","10731035","0.254659087335298","0.0288011356676194"
"ds1330","Student","10735821","0.174634505695154","-0.0188096764051774"
"ds1330","Student","10740305","-0.0531945994703585","0.0001583417289628"
"ds1330","Student","10755953","0.720192466324588","0.0587047482050734"
"ds1330","Student","10757745","0.0047562179408658","0.0220759063790849"
"ds1330","Student","10800633","-0.619048255241323","-0.0531840657890129"
"ds1330","Student","10810556","0.530153062379828","0.00891215563621245"
"ds1330","Student","10812098","0.454378297543408","0.0188315397002042"
"ds1330","Student","10818177","-0.109528579328812","-0.0107678532488677"
"ds1330","Student","10819406","-0.885776845680413","-0.0683564712546064"
"ds1330","Student","10825834","0.118385276901697","-0.000352391588901801"
"ds1330","Student","10829065","-0.137271881409247","0.000408610408889881"
"ds1330","Student","10831148","-0.670608858028789","-0.0342254389432717"
"ds1330","Student","10841513","-0.138211237555011","0.000411406543792918"
"ds1330","Student","10853955","0.396142349290025","0.0246356396764979"
"ds1330","Student","10868343","0.119463030905963","0.038011515630421"
"ds1330","Student","10873226","0.0340843428934253","0.0275823003437778"
"ds1330","Student","10874582","-0.359583911047222","-0.0136810578541542"
"ds1330","Student","10876106","0.0650059102986764","-0.00134489984586544"
"ds1330","Student","10884535","-0.344077404331663","0.0148429210890992"
"ds1330","Student","10895222","-0.0884549340028515","0.00227111596820886"
"ds1330","Student","10912386","-0.422826787381604","-0.00475586783523061"
"ds1330","Student","10918439","0.846144860592563","-0.0259478776682505"
"ds1330","Student","10933327","-0.154820347460989","0.00680137178744474"
"ds1330","Student","10939016","0.00538227292491598","0.00408555843165336"
"ds1330","Student","10946246","0.0646784866797347","-0.00338432365684037"
"ds1330","Student","10951696","0.118385276901697","-0.000352391588901801"
"ds1330","Student","10952243","-0.0270934944568214","-0.0102419474503554"
"ds1330","Student","10966372","-0.30656698598382","-0.0547314986107136"
"ds1330","Student","10972422","-0.342640754664865","-0.00726467600296084"
"ds1330","Student","10977973","-0.00672286711944142","-0.00460704732153734"
"ds1330","Student","10979941","0.452733300364179","0.0223325121578672"
"ds1330","Student","10991695","0.369460587798719","0.00437179208311244"
"ds1330","Student","10996183","-0.0301947516251479","-0.0118294146828787"
"ds1330","Student","11002005","0.182857691927546","0.0523937315974569"
"ds1330","Student","11015246","-0.451376591212578","0.00144867748950631"
"ds1330","Student","11022475","0.113165899132856","0.0124971218652008"
"ds1330","Student","11036536","0.454378297543408","0.0188315397002042"
"ds1330","Student","11056307","-0.0766015924269719","0.0083215579558333"
"ds1330","Student","11076218","-0.0645667263943373","-0.0558163965499234"
"ds1330","Student","11082020","-0.26250876493655","-0.00459045242716903"
"ds1330","Student","11096263","0.040909894393679","-0.0191698768436912"
"ds1330","Student","11109321","-0.170035357109432","-0.00174110974083659"
"ds1330","Student","11111404","0.503045986278449","0.0209768672718913"
"ds1330","Student","11112012","-0.506042115358876","0.0016431664823596"
"ds1330","Student","11136228","-0.212484328054559","0.000632491572765873"
"ds1330","Student","11141205","0.5466989706742","0.00252209705670547"
"ds1330","Student","11152873","0.331178835798538","-0.0516861993397354"
"ds1330","Student","11155052","-0.212242040698411","0.00573574714240227"
"ds1330","Student","11160975","0.46598228187338","-0.019730787110539"
"ds1330","Student","11172825","0.611950324556463","0.0105933255971266"
"ds1330","Student","11197958","-0.0531945994703585","0.0001583417289628"
"ds1330","Student","11212996","0.495573846302861","0.0748872711885613"
"ds1330","Student","11220885","0.201805842382471","0.00258153363309214"
"ds1330","Student","11254708","0.480919602985728","0.0297217446222097"
"ds1330","Student","11274413","-0.0683027956117331","0.00551465029230089"
"ds1330","Student","11282451","0.497928822228075","0.0109967908552322"
"ds1330","Student","11315399","-0.506042115358876","0.0016431664823596"
"ds1330","Student","11323712","-0.181916489272795","0.000541501801406513"
"ds1330","Student","11325287","0.0646784866797347","-0.00338432365684037"
"ds1330","Student","11342263","-0.0531945994703585","0.0001583417289628"
"ds1330","Student","11365352","0.106312902033719","-0.000316456348702318"
"ds1330","Student","11386040","-0.191509537680047","-0.0034307858605152"
"ds1330","Student","11387281","-0.698473436269747","-0.035031298328642"
"ds1330","Student","11394348","0.303558169578681","-0.00498322846972189"
"ds1330","Student","11405571","-0.212484328054559","0.000632491572765873"
"ds1330","Student","11411194","0.369460587798719","0.00437179208311244"
"ds1330","Student","11416705","-0.0551337161661807","-0.00516004246348424"
"ds1330","Student","11447015","0.106312902033719","-0.000316456348702318"
"ds1330","Student","11471351","-0.505948740740125","-0.00896719663726443"
"ds1330","Student","11479912","-0.275004195080166","-0.0311338682548958"
"ds1330","Student","11499242","0.507230327301468","0.000841050700657512"
"ds1330","Student","11526710","-0.279377602246759","0.00386696735977653"
"ds1330","Student","11545743","-0.250167879815854","-0.043857638927605"
"ds1330","Student","11549342","-0.565528338859292","-0.0215121773260636"
"ds1330","Student","11572213","-0.154910105287336","0.00794429570538888"
"ds1330","Student","11595868","0.359756820293982","-0.00165437880706899"
"ds1330","Student","11604418","-0.347800692671564","0.00103528109169733"
"ds1330","Student","1161013","-0.0427851016704242","-0.00409886251898497"
"ds1330","Student","11618481","0.144032425852428","0.00211216921438571"
"ds1330","Student","11640073","-0.0843143569245671","-0.0201739693468099"
"ds1330","Student","11651541","0.104424533228511","-0.00776348645170405"
"ds1330","Student","11652083","0.642651917062544","0.0390672851479404"
"ds1330","Student","11655076","0.578767740686417","0.0180318774270764"
"ds1330","Student","11666209","-0.162205997410669","0.000482830556745758"
"ds1330","Student","11680064","-0.370883886492051","-0.0533695797091976"
"ds1330","Student","11682626","0.0646784866797348","-0.00338432365684037"
"ds1330","Student","11709993","-0.109528579328812","-0.0107678532488677"
"ds1330","Student","11718104","-0.342640754664865","-0.00726467600296084"
"ds1330","Student","11728381","-0.623236809561607","-0.0444432103920216"
"ds1330","Student","11738991","-0.295166214004283","-0.0374596528727011"
"ds1330","Student","11762671","0.0663018762997252","-0.0124323771899637"
"ds1330","Student","11775576","-0.279793628281829","0.0464150514525136"
"ds1330","Student","11790200","0.0646784866797348","-0.00338432365684037"
"ds1330","Student","11793135","0.260556269152165","-0.0135639343047525"
"ds1330","Student","11795799","-0.0683027956117333","0.00551465029230089"
"ds1330","Student","11846285","0.497928822228075","0.0109967908552322"
"ds1330","Student","11851700","0.141241207445979","0.0268847189863175"
"ds1330","Student","11863845","0.0961346103965785","0.0425097793576515"
"ds1330","Student","11879845","0.248777153604337","0.0317622795074516"
"ds1330","Student","11885333","-0.0898413355514326","0.00026742625276214"
"ds1330","Student","11890050","-0.283746574108095","-0.000924440872086165"
"ds1330","Student","11894056","-0.035537628413216","-0.040969552005726"
"ds1330","Student","11897241","-0.322889203463677","-0.00335986059936568"
"ds1330","Student","11906088","-0.173831077314477","-0.0360996784740221"
"ds1330","Student","11906592","-0.0898097172274254","0.0464005125726457"
"ds1330","Student","11909909","-0.594612216061273","-0.011215456088748"
"ds1330","Student","11926821","0.0661436158730592","-0.0169489141916093"
"ds1330","Student","11956856","-0.492674063936861","-0.0183757926241917"
"ds1330","Student","11960349","-0.329733829108171","-0.0115475705337033"
"ds1330","Student","11960942","0.0646784866797348","-0.00338432365684036"
"ds1330","Student","11975849","-0.387898149481434","-0.0385886103571109"
"ds1330","Student","11984439","-0.199098659807912","-0.0155718009905404"
"ds1330","Student","12003273","-0.0458375725236679","-0.00552593032954557"
"ds1330","Student","12005164","-0.170209355853107","0.0724483142693698"
"ds1330","Student","12012249","0.113536132633918","0.0140007409014911"
"ds1330","Student","12022641","0.164056462694641","0.0372285849810306"
"ds1330","Student","12029278","-0.0716918577008503","-0.00967771449229335"
"ds1330","Student","12050895","-0.350093638655041","-0.0313146385590915"
"ds1330","Student","12083695","-0.664388670134259","-0.0109571809966519"
"ds1330","Student","12092912","0.378607970226962","-0.0153367382788156"
"ds1330","Student","12093589","-0.40517669164228","-0.0115637552040756"
"ds1330","Student","12102377","0.555323735010734","0.00511881725672679"
"ds1330","Student","12113410","0.0156445449348957","-0.00585079000420293"
"ds1330","Student","12124020","-0.0918736534144988","-0.0203726740972932"
"ds1330","Student","12142147","-0.0672480776527111","-0.00509744542652742"
"ds1330","Student","12144834","-0.253111358856062","-0.00402693439119881"
"ds1330","Student","12157478","0.150797178150981","-0.0277592537769528"
"ds1330","Student","12160330","-0.201623608420578","-0.00439991360091488"
"ds1330","Student","12173082","0.303558169578681","-0.00498322846972189"
"ds1330","Student","12176122","-0.0631291260105443","0.00653817362059749"
"ds1330","Student","12182259","0.303558169578681","-0.00498322846972189"
"ds1330","Student","12195793","-0.0766015924269719","0.0083215579558333"
"ds1330","Student","12205785","-0.420001481801676","-0.0137430882827432"
"ds1330","Student","12214279","-0.525071712002833","-0.020840389719454"
"ds1330","Student","12223220","0.258854191225576","0.0027773539147078"
"ds1330","Student","12224822","-0.0209981357460531","-0.0159591569880714"
"ds1330","Student","12230861","-0.17437336495923","-0.0168605825817298"
"ds1330","Student","12243017","0.732504494597713","0.0363113105900944"
"ds1330","Student","12264812","0.498087653255762","0.0232214471752099"
"ds1330","Student","12268818","0.623010873740734","0.00206017974156801"
"ds1330","Student","12297748","0.301985134817479","0.00406712536006093"
"ds1330","Student","12302743","0.429772155337312","0.0313784356879099"
"ds1330","Student","12311773","0.0411120009005914","0.00249103529044713"
"ds1330","Student","12313848","0.13279633943537","-0.0107627539468532"
"ds1330","Student","12325059","-0.25465957939621","0.00075803255405663"
"ds1330","Student","12330734","0.69366431937665","0.0462675679892855"
"ds1330","Student","1233228","0.0646784866797348","-0.00338432365684037"
"ds1330","Student","12349134","-0.627839329156828","-0.00498966730076391"
"ds1330","Student","12356860","0.284088207241157","-0.0049138645207162"
"ds1330","Student","12357837","-0.20982427085917","-0.00189737381304166"
"ds1330","Student","12362316","-0.295166214004283","-0.0374596528727011"
"ds1330","Student","12363882","0.0450212885730974","-0.0135142287627793"
"ds1330","Student","12378630","-0.350290481469607","-0.0441208216835051"
"ds1330","Student","12381614","0.417414048339001","0.00270482070635075"
"ds1330","Student","12392472","-0.23881111876776","-0.0138980339541212"
"ds1330","Student","12393391","0.456242917397287","0.00512392442932396"
"ds1330","Student","12395073","-0.576185125728675","-0.017819304630153"
"ds1330","Student","12407411","-0.56999767946416","0.00451590554249632"
"ds1330","Student","12422154","-0.796405823369991","-0.0165269834103899"
"ds1330","Student","12423789","-0.238837588712844","-0.00797183074314735"
"ds1330","Student","12429040","0.129937220032228","-0.00177766806250524"
"ds1330","Student","12430014","-0.138211237555011","0.000411406543792918"
"ds1330","Student","1243443","-0.286883207036975","-0.00774947529147468"
"ds1330","Student","12442785","0.5466989706742","0.00252209705670547"
"ds1330","Student","12459372","-0.290623651662735","-0.0027640053456046"
"ds1330","Student","12459739","0.454378297543408","0.0188315397002042"
"ds1330","Student","12464315","-0.0531945994703585","0.0001583417289628"
"ds1330","Student","12466242","0.247743021713827","-6.23064438504894e-05"
"ds1330","Student","12476895","-0.571587514088133","-0.0266471826390515"
"ds1330","Student","12485963","-0.342640754664865","-0.00726467600296084"
"ds1330","Student","12488557","-0.429845652063711","-0.0113759746734715"
"ds1330","Student","12500626","0.321842636092427","-0.0126749654624743"
"ds1330","Student","12505921","0.290064051877076","-0.0192258795487194"
"ds1330","Student","12507390","-0.00418506744827108","-0.00542267664966104"
"ds1330","Student","12509061","-0.129214831915341","-0.0143955034209831"
"ds1330","Student","12509373","0.461314791778233","0.0104781535931042"
