"Dataset","Type","Student","Intercept","Slope_time","Slope_opp"
"ds563","Student","Stu_8117cc6f602a5187cf2c38cf5b43d710","0.0237889440169995","-0.158813984695935","3.14289755714292e-07"
"ds563","Student","Stu_82ef40fc5936919f9f0f4bbfc728c21a","-0.278839900025719","0.383859954458585","2.68652305001386e-07"
"ds563","Student","Stu_841f389a749b0fcfe75038a3285d4d25","0.151655748606407","-0.821199075597287","-7.81794403448512e-07"
"ds563","Student","Stu_873a0da4f8ad8efed304597a1ba70ee0","-0.98848359435814","0.609113511502056","7.6531053891767e-07"
"ds563","Student","Stu_89849250ec13109f26f85e80f3bbc3d9","0.676839019467281","0.0711523554542053","-9.45180146035202e-07"
"ds563","Student","Stu_8aec3d7b8855e1f6b50ecfbcd3fe8611","1.08245863613584","0.111240675602071","8.18021231788141e-07"
"ds563","Student","Stu_8bc4f4c730fca2a4baaac535d391c719","0.909478693271225","0.690521233025095","-1.01921784112338e-06"
"ds563","Student","Stu_907fb00d013973a462e7caae04cf665e","0.683067611985762","-0.33042331873426","-1.10129330960847e-06"
"ds563","Student","Stu_97b3061e03e134416c3aaf80f2362401","0.556518016786037","0.268306641016834","7.79470449090878e-07"
"ds563","Student","Stu_98f42c88d961bdc57ba99111e423a851","0.311330778025288","-0.195584996237595","-2.1243481695975e-06"
"ds563","Student","Stu_9b164444d59c662122d025dcc685eb58","0.753380324679377","1.11518094429589","8.89162575728601e-07"
"ds563","Student","Stu_a96b62593d2a53ad755d91669723f335","0.462401360267252","0.7922913839324","2.55111589054827e-06"
"ds563","Student","Stu_aa0fcc111376c00e420c35b388ce368c","0.511643088967912","0.818766152217077","1.15358105216573e-06"
"ds563","Student","Stu_ac8503eca3b230377dfcac98da0fc535","0.343427681429866","0.281922213881098","2.01647675021571e-06"
"ds563","Student","Stu_b1714f6e60280cd8488029d2e154614f","0.725637893652662","-1.87916451741531","-3.55557416465898e-06"
"ds563","Student","Stu_c2934a41277f8b9dbb9bd101fc00837b","0.0609193131711068","0.578827911667446","3.07583023642386e-07"
"ds563","Student","Stu_c352820eb88dc5136fc27da2a1bb01c9","0.201429578464529","-9.69633090551228e-05","-3.73044737736944e-07"
"ds563","Student","Stu_ca26ec03a09930eab8be331a6058a0f6","-0.0991719822823014","0.285508990518564","1.62989855758622e-06"
"ds563","Student","Stu_cbb8bcf9b16610123f9b6088c7eb6ed7","0.0817004249060741","-0.659308767163706","-1.53045827251757e-06"
"ds563","Student","Stu_ceff6d6bb1a72d051abb57588f11024e","0.0628729128588877","1.11327368327553","2.17659526932628e-06"
"ds563","Student","Stu_d4c880b4fece04f11164a320617158a2","1.37640043925058","-0.767003609634363","-6.86694203026322e-07"
"ds563","Student","Stu_d706c3fe2b80810c92e024b39517c7ec","0.394549636405948","-0.142170248749964","2.61222691082961e-07"
"ds563","Student","Stu_de735450023746a3b8a82f80c01072d0","-0.710470939518721","0.5495458037054","1.43679455193298e-06"
"ds563","Student","Stu_e226bf28fc85f40d5725883f7c8cdbdb","-0.32515684181652","0.258396817943992","1.34671588323443e-06"
"ds563","Student","Stu_e4e2238b33cb687a7a6ba0eb5cbb715f","0.868572181201097","-0.220446531204268","9.73876402119436e-07"
"ds563","Student","Stu_e51762ffc15c60f3e4330dfa2fda940d","-1.27185235289662","1.29585662335976","3.59075171267355e-06"
"ds563","Student","Stu_e59d9f4d8c1ecc92f44b103e2f0632b9","-0.118214547318122","0.547811308690955","9.87827587005684e-07"
"ds563","Student","Stu_e8782eea5bec045c105a7e532e7af89a","0.965443877540407","-0.10597877879134","-1.0580295838873e-06"
"ds563","Student","Stu_ed6f557cda8f66db6066d9eedccec3a0","0.648090865975214","0.13444860509895","1.38318370693924e-06"
"ds563","Student","Stu_f57c15adb70acac2efd81b2eefd73433","0.266436469741071","0.180687694725671","3.05761840786243e-07"
"ds563","Student","Stu_fabfe332f798f09ab03cfba0ddd96ef6","0.472047269326203","0.624224247677101","7.81166237414488e-07"
"ds563","Student","Stu_fcc8fa3fdbe40643aeabb6b0618860fc","-0.859273255124769","1.05719141572329","2.27682769091966e-06"
"ds605","Student","Stu_00370c98955da329f252be47580a66e2","-0.194654259481011","-0.360051530793474","-2.14295784467763e-06"
"ds605","Student","Stu_01dcbf5e3dac0f5e364f2915866375eb","0.248935454585531","0.243794138403569","1.45101608157868e-06"
"ds605","Student","Stu_02a1f79bd169c8455bb60702980bd05f","0.247748873655597","0.0717093554228334","4.2680036771815e-07"
"ds605","Student","Stu_0476cd4217fabde85c42b4e0e7b39811","0.313815218155795","0.166761914414551","9.92535018253e-07"
"ds605","Student","Stu_09ae6b3c18f44c0f43083f10bd80478e","-0.215917472236722","-0.0760990492806589","-4.52926985948683e-07"
"ds605","Student","Stu_0a3ad3f1b2de5b999d0b6719341d663f","0.0782358281149092","0.0909304811702015","5.41200831765848e-07"
"ds605","Student","Stu_0be57bebea82fd7d20f96f5ab84df34d","0.505657605497298","0.322979207934362","1.92231046979694e-06"
"ds605","Student","Stu_0c29b8061820469aa6134f951ff8e47c","0.17931061873812","0.0371860452617363","2.21324228869574e-07"
"ds605","Student","Stu_0e3463e4367483c9b587ec9c3328e34e","0.505661749398179","0.322975525695557","1.92228855381586e-06"
"ds605","Student","Stu_108cc2c42bc57c48bad59a1408d50744","0.0990204770795657","0.273480751794368","1.62770512635938e-06"
"ds605","Student","Stu_11246d3f4f594a791b72674eeef9d7f8","0.107641793361307","0.0292557781751613","1.74124795982528e-07"
"ds605","Student","Stu_16bd11fa251e3a5acb77b6ec8f751ceb","0.402311960197618","0.361170674100913","2.14961877158637e-06"
"ds605","Student","Stu_16e393d41d5be8f67edda4a79eaac44a","-0.572292056922966","-0.54674834172101","-3.25414155405324e-06"
"ds605","Student","Stu_18b6aa19459e53b179e55bd1642dffc8","0.0722999416785921","-0.66732675268172","-3.97180119320982e-06"
"ds605","Student","Stu_1b0ae3bda59dec3b4270e75302472471","0.365655541004895","0.369279431506004","2.1978805447096e-06"
"ds605","Student","Stu_1b298c7fc8f1dc33332c6caf27d0922e","0.296391950516533","0.157796100660949","9.39172209671524e-07"
"ds605","Student","Stu_1b7e8dadeab56a3498223e9c8e09e174","0.0911260605309514","0.0705937471755656","4.20160480811403e-07"
"ds605","Student","Stu_1f6f8ef4542691ff124ffa2ce9258703","-0.0916783137084697","-0.331165942978028","-1.97103635091028e-06"
"ds605","Student","Stu_21671bb186a5004315f76620a4061647","0.559139952644553","0.541743535823801","3.22435390661601e-06"
"ds605","Student","Stu_221c09d59b42af753ca32af4406ee0a5","0.310029331500486","0.155046589403777","9.22807644564407e-07"
"ds605","Student","Stu_22334e7d7bd1c77bb5ebee7eb31f50bb","0.00809750628166765","0.297857270886859","1.77278950553162e-06"
"ds605","Student","Stu_24189f526266332e6fb6c44a2e223f67","-0.425880540566522","-0.0840728972783965","-5.00385804083302e-07"
"ds605","Student","Stu_25c89ec93adcbd96afb11531a44d2fa5","0.2266111055976","0.0749769952529374","4.46248734989553e-07"
"ds605","Student","Stu_27c16b238b5b71d7a937255d3579a8c4","-0.72888813766839","-0.0596759877579438","-3.55180064983881e-07"
"ds605","Student","Stu_28aa627b70b850c35f7ff98a70dca134","0.0339907038652243","-0.0387481521287766","-2.30621590159975e-07"
"ds605","Student","Stu_2a0e8c0f94edf79bbd189676593870ca","-0.00885077717945654","-0.0186854729238664","-1.11212360895861e-07"
"ds605","Student","Stu_2a7fe12d6a2b81e3ee2c8ba448fe2576","0.600032354096873","0.389260348636474","2.31680314174518e-06"
"ds605","Student","Stu_2e1738f6ea8e06092267cc06153f290e","0.310975716303296","0.456722387174201","2.71832429174216e-06"
"ds605","Student","Stu_35e5b3ed0858e9e796735b0618c0c3cf","0.505650776572064","0.322993105871047","1.92239318765784e-06"
"ds605","Student","Stu_3b07f0b85551ff684dbf4f6a5adaeada","-0.988242500185612","-0.80042802971262","-4.76399453598327e-06"
"ds605","Student","Stu_3be0ee163a923c1837c04185f6096898","0.505654519319378","0.32298646780875","1.9223536791807e-06"
"ds605","Student","Stu_3da3e2cfa3e421402b3ac5c1a7a3bf9f","0.505660105031189","0.322974263228236","1.92228103985184e-06"
"ds605","Student","Stu_3ef0ef49a5f9a0146de2cb0f3f0afe37","0.381043479023448","0.400980949237351","2.38656191473701e-06"
"ds605","Student","Stu_4688fb9d575207f6e485ea10f85f186e","0.0379666404686326","0.0203872235788189","1.21340855302423e-07"
"ds605","Student","Stu_4711285dd46784c16840b61244a58868","0.589381642893866","0.693297477311472","4.12637397881814e-06"
"ds605","Student","Stu_4ce6ec5c86bc7a7429d9d1c5eb1e8a31","0.172609953934215","-0.0368383471079675","-2.19254795962132e-07"
"ds605","Student","Stu_4d2bfa6c47c0a6ff7c6eedc24b818438","0.229491476321483","0.443708345406799","2.64086720432204e-06"
"ds605","Student","Stu_542f03e9dc139d5d35fe8967b1dc0aa7","0.326309992034629","0.357823190241714","2.12969518792546e-06"
"ds605","Student","Stu_546f9bf4d4a624ec219129206ce76bdc","0.33457067118257","0.265961727729081","1.58295333327709e-06"
"ds605","Student","Stu_577971084cb234c13c8b0e3a75bed140","-0.0917586955349552","0.40606211087434","2.41680401693295e-06"
"ds605","Student","Stu_5f38c7d698f9f1298627d7946dd59a95","0.541652273811839","0.311514350411556","1.85407383069013e-06"
"ds605","Student","Stu_5fa6e2555099a536a2908b38b4cffc65","-0.174619292270903","-0.291597709443742","-1.73553379308066e-06"
"ds605","Student","Stu_618eeb135d67b3b159975a60d766172e","-0.5686747280908","-0.479708480651938","-2.85513312360035e-06"
"ds605","Student","Stu_62c851e78871409a3f91943784265e5e","0.0946497545244752","0.435299610522972","2.59082002262169e-06"
"ds605","Student","Stu_6313f5d48166940f9a3c895397dc8450","0.222453807890807","0.165574729321971","9.85469119653371e-07"
"ds605","Student","Stu_641303d8df4efcd09bc3058f055dacd9","0.0296383836837416","-0.187955550399974","-1.11867548595804e-06"
"ds605","Student","Stu_74519f5061848a6de4ad17d967ff96bb","-0.229570771737805","-0.289550423902701","-1.72334874112212e-06"
"ds605","Student","Stu_7552f32813ebbf9d42eb2d5056c5a5a1","0.320322869443932","0.154505366939949","9.19586391978645e-07"
"ds605","Student","Stu_76783213d06c329ff4509d67d9540783","-0.425665992372669","-0.215218910622264","-1.28094179137236e-06"
"ds605","Student","Stu_76b3b4e6694ecbc31523be09bc25a90c","-0.150506547324107","-0.353839198778851","-2.10598323275156e-06"
"ds605","Student","Stu_79e424a9884385b0c3e29054105a3878","0.290258426707208","0.325992924706453","1.94024753559459e-06"
"ds605","Student","Stu_7e127d26cddb41131bd42198313b5cfd","0.806348817137401","0.829963242742168","4.93978247477194e-06"
"ds605","Student","Stu_7ea601216c93115f5c2f651a44d74616","-0.089485815292065","-0.0642984470533143","-3.82692058577929e-07"
"ds605","Student","Stu_7f904c86c9fa66e87b9c68b9ad76f3f0","-0.619822020134377","-0.783364903852033","-4.66243807450375e-06"
"ds605","Student","Stu_7fc1419d467de576975f99ec5de30864","0.0932969038918275","-0.0425712907704175","-2.53376180108084e-07"
"ds605","Student","Stu_81b73846c8ec58b913913d396d6d6bb2","-0.271563064006841","-0.807000953502677","-4.80311532118679e-06"
"ds605","Student","Stu_883ec584fa73903746014f0b5f3a2383","0.326644092424796","0.24578132989057","1.46284346522169e-06"
"ds605","Student","Stu_8868579dc69af8141daeddce4bcc35fc","-0.187059072363352","-0.0625452102584612","-3.72257128514368e-07"
"ds605","Student","Stu_8abcdef11713a335e9908883a8a75f6c","-0.242938834791948","-0.39469020614567","-2.34912061507787e-06"
"ds605","Student","Stu_8eb6b7f1c4eeb06ae404d96952418302","0.194289162017061","0.460371830011847","2.74004507748746e-06"
"ds605","Student","Stu_90c8bcfd1f3ebe32160c9d0a922f8b3e","0.505648027022392","0.32299501922929","1.92240457560014e-06"
"ds605","Student","Stu_97ebbc31f5914fc33da7ad30d1bf0b1b","0.0769819342063197","0.446715246744565","2.65876370595817e-06"
"ds605","Student","Stu_9967cc1a4b760f65f6cc03969bd4cd3b","0.241849685854823","0.281238073030066","1.67387521862113e-06"
"ds605","Student","Stu_99d14e9f47630947c093b1bf7cd242b5","-0.550069141040956","-0.452150955283916","-2.69111600350323e-06"
"ds605","Student","Stu_9c65dbad20823e72cdfe5847c99dda7e","0.10695722352627","0.0512285395733637","3.0490246912209e-07"
"ds605","Student","Stu_9c7ca40609cdfb329249ea4245708d7f","-0.373806351636365","0.332682868441099","1.98006480112605e-06"
"ds605","Student","Stu_9d09c9b4ad90578adbcedcf102f32d77","-0.498529723263287","-0.270769103093784","-1.61156591194715e-06"
"ds605","Student","Stu_a19101b1d4372aa0db124cd410300e9d","0.00198379218720184","-0.0945641716963515","-5.62827862766059e-07"
"ds605","Student","Stu_a6560aa34b5409251101f18936204761","0.12765234310255","0.201984098460908","1.20217072079391e-06"
"ds605","Student","Stu_a79e9f192f5e5e1eeb8373b90e9555ab","0.306520108004738","0.242369448218591","1.4425365980964e-06"
"ds605","Student","Stu_aa21ff796391ab3f938b614999868e6a","-0.214723663333516","0.0114869902960357","6.83683691397648e-08"
"ds605","Student","Stu_aabd9577e94c7ce2be8602f8380bbcaa","-0.179340508557357","0.120851385546292","7.19284331678453e-07"
"ds605","Student","Stu_ab693fb4ab39d8b8ab100093b2e3c6c1","0.505630153394413","0.323042246068616","1.92268566071479e-06"
"ds605","Student","Stu_af2050c52a47e53ddd95b92d7be354c4","-0.119819737828088","-0.504826343848196","-3.00462984108226e-06"
"ds605","Student","Stu_b58a1342a0637156ee4c624ea5d218bc","0.0492727788671718","-0.0338911119604129","-2.01713416077861e-07"
"ds605","Student","Stu_b5e730cd2ec5c9a0bcf95f2c06a4ea6f","-0.109833268900883","0.39883127455946","2.37376746221979e-06"
"ds605","Student","Stu_b608912576c5218babac4eaeb9727271","0.505659130766395","0.322974698093304","1.92228362808555e-06"
"ds605","Student","Stu_b6675c9bd69efff8ba4453e0243d0579","-0.772568533517852","-0.189970032101917","-1.13066529574061e-06"
"ds605","Student","Stu_b74af7d8b5f76bd13a7138bca618ccc1","-0.188733738187498","-0.0273956333457655","-1.63053569745535e-07"
"ds605","Student","Stu_bbcd6a92ff6524f742b3b0d89652ba77","0.371788037188234","0.604608336965777","3.59851317894131e-06"
"ds605","Student","Stu_bcbe6945c7e2675fddcfa580c6e402d1","0.259436709908975","0.0334174425350219","1.98894226256091e-07"
"ds605","Student","Stu_bd5052979f7da4e759d178fbae95f40a","0.505661853328208","0.32297108587885","1.92226212887602e-06"
"ds605","Student","Stu_c1d2ce09cc2d18699756690a363d8b1a","-0.136599914095336","0.0648454747656387","3.85947862892379e-07"
"ds605","Student","Stu_c2b1f9858221292637f6f16c7432d7f8","0.249661089617676","0.0584210936412905","3.47711175223586e-07"
"ds605","Student","Stu_c7228a98f0aca3f8ff53fe140189ca8b","0.368298768415764","0.372557022470611","2.21738813923023e-06"
"ds605","Student","Stu_c9f72f273cb782d392fe4850ad7b4726","-0.0118064694427687","0.217844533178263","1.29656899462613e-06"
"ds605","Student","Stu_cba6ec245bf63983135cd65ef9986e59","-0.41703655276118","0.00916199211571343","5.4530424669975e-08"
"ds605","Student","Stu_cca22559f88d2c800040b914b158e570","0.266240914961902","0.114495007974091","6.81452388145082e-07"
"ds605","Student","Stu_cf76cf8419b13ba02632ef315caa0a3b","0.439963615543206","0.186360883159341","1.1091843315518e-06"
"ds605","Student","Stu_d462ec6bf31dc5828667bed21844e74d","0.325010308359503","0.431934229784797","2.57078992016022e-06"
"ds605","Student","Stu_d4f9993e58b5b83d67a76eb3aa3e3644","0.229298079137887","0.286568231496933","1.7055993023232e-06"
"ds605","Student","Stu_d5722dc6f742c273714ac7b095ad771b","-0.0164998041962623","-0.0416874614725342","-2.48115797176005e-07"
"ds605","Student","Stu_dc7ac07df0c48653e5f43d00d3c4b51d","0.30579416114494","0.216869828466153","1.2907677386102e-06"
"ds605","Student","Stu_de1ce6bc3bf9444e631f8f05d86c68a6","0.184384655309796","0.193303889524289","1.15050777745584e-06"
"ds605","Student","Stu_e14d20c7750cd03f55c0da62f493a05b","-0.0548399055974713","-0.0371579663750845","-2.21157108706836e-07"
"ds605","Student","Stu_e1d511666b7dffc010729f317b24be12","0.050154777444234","-0.0585064719877486","-3.48219330811495e-07"
"ds605","Student","Stu_e2c9d8428fda81a8682a87bb584d4ac9","0.160660465686135","-0.206744201351674","-1.23050194274084e-06"
"ds605","Student","Stu_e70aa1680139604eb670172238c7ca79","-0.00955647190125059","0.0454563419290683","2.70547452784254e-07"
"ds605","Student","Stu_e745fce75055c6c9895110dfe125c9c1","-0.0561596646046145","-0.0464341049151674","-2.76366911062014e-07"
"ds605","Student","Stu_eebd7828792e1167b21c23ae1fdbfe63","0.130337715616267","0.157108126703709","9.35077520265948e-07"
"ds605","Student","Stu_f28f67d1fadd064348b10b681b50cf99","-0.526836661010769","-0.378901458917548","-2.25514901146999e-06"
"ds605","Student","Stu_fab08bb1741b59493ae7c198e0a1c382","-0.421740481712866","-0.957556556774863","-5.69919347528125e-06"
"ds605","Student","Stu_fb10e504b85b6789c734e7978d02152c","0.0118113178665394","-0.0565614100015774","-3.36642693899373e-07"
"ds565","Student","Stu_009d4b6ced71bf0e33197565edc3d2a2","-0.186103026023965","-0.0266435967974159","-0.0444161516225099"
"ds565","Student","Stu_0104b0ac1cf243a9f7aa98f860a77ec8","-0.0519456237296809","-0.0266446984127188","-0.0016721691182871"
"ds565","Student","Stu_019edadf5ad02b9bf8df83ae785d3780","-0.0781794821081117","-0.0266436404078957","-0.042973256287025"
"ds565","Student","Stu_02bdf1ff7becf7279da0dc7d38371e19","-0.213733226117986","-0.0266400988646162","-0.0896770924065212"
"ds565","Student","Stu_0482f77e0c3d86078df93318e0df2ef4","0.0758006564207084","-0.0266439466819782","-0.00290811480360077"
"ds565","Student","Stu_07a79fbd9392f74e82dabe7cbbc97eeb","-0.260965584814464","-0.0266423964426815","-0.185764972357635"
"ds565","Student","Stu_0bd9b00b67099c59564172013cbb0ebd","0.172998009742931","-0.0266446431589273","-0.00850727478167522"
"ds565","Student","Stu_0c9e07427f2b8fab8fa3196bb41a46f3","-0.0496386893770398","-0.0266431257254629","0.00808939391896427"
"ds565","Student","Stu_0cbb3f9577e2db1ffa459f0523546e7e","0.340892830835774","-0.0266453234499929","0.00939147685026747"
"ds565","Student","Stu_101e3f85e8ac0b54ca87684a79ecd928","0.124844648550277","-0.0266413724073314","-0.0263196828712954"
"ds565","Student","Stu_116c226f6908b648f04fa69343d029bf","-0.0256315857774814","-0.026644066765454","0.00802647136875587"
"ds565","Student","Stu_18605be8937b7442448ffe77d6687793","0.107400732963324","-0.0266409373861575","-0.0609109246120818"
"ds565","Student","Stu_19d2e924bd6a2bb6dd90ed55d4ba24db","0.250845607261246","-0.0266450884896133","-0.00705099490191788"
"ds565","Student","Stu_1de7637bdebbfd5c3e337b33141a32fb","0.734778538177371","-0.0266458118176326","0.00695643794396057"
"ds565","Student","Stu_1f0ff01998b1a8b98a068dfa00106dd8","0.656019617677555","-0.0266451662267417","-0.0132554934361543"
"ds565","Student","Stu_21ceeca5ce4db9070ade58b76dcf46fd","0.361420608250684","-0.0266386563163056","-0.0438749778427162"
"ds565","Student","Stu_25379df0c15c9dd6f795165b98aa429a","0.0276401384406213","-0.0266396178849734","-0.0512280337034324"
"ds565","Student","Stu_2a341b4087fc2dc0139aa0579e3ab2ea","0.154946137984564","-0.026644228285335","-0.00763478411468908"
"ds565","Student","Stu_35fd4e1881c6d7d90e9d2b38321fe536","0.0197275120582514","-0.0266426144483051","-0.0209248066098044"
"ds565","Student","Stu_37a1134deead7fb50d7d19fbe5195dd0","-0.334335603126101","-0.0266455407031936","-0.10156346945568"
"ds565","Student","Stu_3b2ed994e9607ab951b4775180159273","-0.00730517361496361","-0.0266438521832272","-0.08378412500295"
"ds565","Student","Stu_3d441443f2fb2a1e00ca3bea9882c865","0.369325900488809","-0.0266420946314977","0.0114964573366162"
"ds565","Student","Stu_3ea07f4294686df84fdf9da41c80a438","-0.152470111743711","-0.0266432793384117","-0.0238163558171151"
"ds565","Student","Stu_416f787e59e116a395ebd16265b1e767","0.153386725922873","-0.0266417838908105","-0.0194708461819738"
"ds565","Student","Stu_431072911effcd63eceda0befb613902","-0.331881593160831","-0.0266415670576514","-0.06142832657094"
"ds565","Student","Stu_4ef584a0eae6aa9661517a3c5c10aee0","0.114645251814833","-0.0266460775922897","-0.0134596472831836"
"ds565","Student","Stu_56c563fb87242730a8d8a503c208775c","0.405636632434901","-0.0266454181874476","-0.0569482176152079"
"ds565","Student","Stu_590bb3b1e0c796ef7c78f5763c83df06","-0.124740745348804","-0.0266431014432439","-0.0260458077191827"
"ds565","Student","Stu_5b9047ffeb340871a2151a27998c004c","0.092104408671331","-0.0266445858877563","0.0029663703476533"
"ds565","Student","Stu_5cc7bd63463226a912516d1e3dc35185","0.104387944079881","-0.0266529542131501","0.0394105912873257"
"ds565","Student","Stu_5d534374b1b594109aae9cafc9244443","-0.0835623146439977","-0.0266493906086997","-0.00850747058950383"
"ds565","Student","Stu_5e1f32aedd4cd4611fdc690149c48b7d","0.265740766587616","-0.0266386420352824","0.000514863796739844"
"ds565","Student","Stu_5e2205f851c8334efe876f2ba1d151d5","0.0529371222801365","-0.0266415369126252","0.00365330447905121"
"ds565","Student","Stu_67e3a2a40291859527feb413a31dd981","0.0596659836265751","-0.0266470592317147","0.0038873109833039"
"ds565","Student","Stu_721dc0c2e31b6a3c9e0b588a6ddcec38","0.208689098895211","-0.0266455468039769","-0.016176731764856"
"ds565","Student","Stu_751a594df93ed541f2a3ba3fc74bb770","-0.02941974355351","-0.0266441846022938","0.000323068599470856"
"ds565","Student","Stu_75fcc5a186c2b5f18708e668115df046","0.41473048553415","-0.0266357378534747","0.00538128481367207"
"ds565","Student","Stu_7653a6e4ddc2756a4f7dbe099709c133","0.544046528289484","-0.0266436328655313","0.0222736457405226"
"ds565","Student","Stu_775a05665708ad35b99b93699a1355f3","0.0558088129135276","-0.026643736558254","-0.0308649507887559"
"ds565","Student","Stu_784a97f3a26b364ff53d1ec5e4350799","0.208695633750592","-0.0266432863360091","-0.0122178065285453"
"ds565","Student","Stu_7dde2f708675f3b52a42521ce747c7f6","-0.0372345780156359","-0.0266424717494352","-0.00761805182156073"
"ds565","Student","Stu_7ed0ebfbaddff524957979f4099b6c7b","0.464275409615024","-0.0266477335858377","0.0195557520336665"
"ds565","Student","Stu_84eaff6c826ba6711769a9cf2f4e6c24","0.215409344018163","-0.0266443898768937","-0.0446943307006823"
"ds565","Student","Stu_8819f98620c55609240bdccf2658781a","0.0984599444730295","-0.0266451695788152","-0.00499079044392046"
"ds565","Student","Stu_97a3e595867d392fdf1990246ad0a4c6","0.0574756865671017","-0.0266435585255892","-0.0735298178147112"
"ds565","Student","Stu_98709e1f5829ad05ae0df632b1ed2158","0.215851422564127","-0.02664176590216","-0.0418166612913781"
"ds565","Student","Stu_98855526aba7f3e6c101d4bde9b5a472","0.066163837185761","-0.0266441490683262","-0.0126814451676476"
"ds565","Student","Stu_9d5481f229fca0bbb4d7d569386e6f6c","-0.228106321128712","-0.0266456193175063","-0.0380427929231339"
"ds565","Student","Stu_9f07ecf8b99f9be24ae764dd3577cbed","0.0259206841937259","-0.0266373820448392","0.00736810840842818"
"ds565","Student","Stu_aff2b7806e2a4e9419f49b22736f4f58","0.267050079726592","-0.0266449772479492","0.0111701258875694"
"ds565","Student","Stu_c23a5eece6769bf9c9d2950aab890549","0.264215845561269","-0.0266442472920127","-0.0365618731027251"
"ds565","Student","Stu_c5ad311ae28c2f72d7e64093615bd0e2","0.31269484055315","-0.0266405688058513","-0.0437757208165503"
