"Dataset","Type","Student","Intercept"
"ds406","Student","Stu_2ef29ecbe654d9a8d7d3ea090cfccab5","-0.28420484665722"
"ds406","Student","Stu_306b0da3d0f932fa22ac6704e9f6ce43","-0.0300659635469664"
"ds406","Student","Stu_3085fe40e9eef32e7fe627b8e143f4c8","0.250232464370537"
"ds406","Student","Stu_3089fda3a198f02714f8e945863d2e25","-0.302096035263982"
"ds406","Student","Stu_31068288404d028a780323b19fc48a62","0.398744056660653"
"ds406","Student","Stu_311d43442e818253ad5455e0bc06d5fd","0.482490161034904"
"ds406","Student","Stu_312fdf64af3db89024ef6b0878d489d5","0.172382130792617"
"ds406","Student","Stu_318b33c0f2fe6495daada85c720f5e11","0.0452412086117448"
"ds406","Student","Stu_32334b727ce0044db27f6e4aed3ec453","-0.462253337190775"
"ds406","Student","Stu_32cf9424eb0dfcc6bae9f6c51585c888","-0.109287429210341"
"ds406","Student","Stu_3351aa3599f4c2ed8dcf5668fe8f9bff","-0.0488415926037171"
"ds406","Student","Stu_3385057e3effe097c6d2bda4d6751550","-0.124392835730268"
"ds406","Student","Stu_33d5b8ae14f8d546a59b65839c0a3e6f","-0.110806502650451"
"ds406","Student","Stu_33fcff5ebcada20773942ec430cfebc5","-0.0976104565134636"
"ds406","Student","Stu_341ed1992425b20596e16b7a4993b806","0.0179401093412669"
"ds406","Student","Stu_3449e4872a5238ee9a8c71e63a8e870c","-0.143079544945852"
"ds406","Student","Stu_348742def1a75539663ed3cfe66adb6c","0.211017787626872"
"ds406","Student","Stu_34dad0e16614f37f781e39522d09398c","0.214561340211878"
"ds406","Student","Stu_354c12032e25e387198cff8fa6740b5f","-0.0995023625789181"
"ds406","Student","Stu_35f89d77af36c88baed5ee4e0e6a6e70","-0.189796322004344"
"ds406","Student","Stu_36068e80c4dd40cfc0519e297f1e95a2","-0.115993441790016"
"ds406","Student","Stu_3629bc85ee669a704e48cddebe63b454","0.326671507413605"
"ds406","Student","Stu_36628655844dfd4c64c4a146217562e0","0.0396034745473964"
"ds406","Student","Stu_36670c1e8a9430dfb65ddafd8525ace0","0.179036751949893"
"ds406","Student","Stu_367244200ba02e42dfae9e0b9c4eda10","-0.13557418630414"
"ds406","Student","Stu_3684d20839d2473f3c002226fd4c10b6","-0.0305531653690917"
"ds406","Student","Stu_3690a0b77bca5b4f8bf9248e7bc804ba","-0.121602375121435"
"ds406","Student","Stu_370314ef0d6e4af5a706e9adc824fdda","0.135158040089793"
"ds406","Student","Stu_3714147b0cc650e890c6bcc5e406a129","-0.595959060470882"
"ds406","Student","Stu_3758d4675fe77994a30833207f6f4b9c","0.505784725019254"
"ds406","Student","Stu_37c7595a07d5ba099b424dbdef8571fb","0.033780866234259"
"ds406","Student","Stu_37ced94462ae196739ba79b61a73a029","-0.0493427441339634"
"ds406","Student","Stu_3818e1affdbd893f30f6d41573045165","0.239936104710363"
"ds406","Student","Stu_3862add53d3d8bbad0fc9024ec5c5e2e","0.272359291987084"
"ds406","Student","Stu_3864437d2362c3c4bf4c1cc4726572ec","0.0215189524928659"
"ds406","Student","Stu_397edfecd6a11922384831379891db09","-0.0320385076396779"
"ds406","Student","Stu_3aa0d9c85884bb59587e234dcd7a24ac","0.187417996856716"
"ds406","Student","Stu_3b838113ce378bb8d6900647449cae7b","-0.014481023948405"
"ds406","Student","Stu_3bdb8047a8a53638e7e1638a2ec77c3a","0.100352358622445"
"ds406","Student","Stu_3be89cc0cefcca5155cb919766c9bf60","0.0857740390184498"
"ds406","Student","Stu_3c4190f7e46947e87cf19fbc5d7d1aa5","-0.398777154808298"
"ds406","Student","Stu_3d4479e848ebc7c681108f9680d1b37a","0.125246433560971"
"ds406","Student","Stu_3d5862842faa72af2a5c76003416a1ea","0.00817799599016774"
"ds406","Student","Stu_3ed1d9e62edd1b27cc0430b36a56d379","0.161675942703915"
"ds406","Student","Stu_3f8dfad23354cdd5ba858cb641738f43","0.328313808306467"
"ds406","Student","Stu_400851077e6739154db56f748f549a7b","-0.023747034264579"
"ds406","Student","Stu_404843b71175dc4ddfc97f7d4386877a","-0.0469670199936679"
"ds406","Student","Stu_40cded9ddd4078025f5cf8b9bba7430a","0.326824791233587"
"ds406","Student","Stu_413bf2e0739392ffae6a5378e5e3dd33","-0.0322726378706846"
"ds406","Student","Stu_41ff55a70afe39b40b58250c6b369c5f","0.122132336705868"
"ds406","Student","Stu_4325eb9fab1c6f06d25c8a6c35db215c","-0.0479585031199546"
"ds406","Student","Stu_44c0a0f40c629a45d6d60079cfe6a4f5","0.0463781515826455"
"ds406","Student","Stu_45459b83e26a394de723ab64136dec44","0.151559666821692"
"ds406","Student","Stu_455872d9862d9ec9c084201e376cb6fc","0.298073687499918"
"ds406","Student","Stu_455da50d9dcea4b87e6ac9b4dc6b7397","-0.17939881608954"
"ds406","Student","Stu_45ed66b5f4e3ff2a4a17e3f7fcf70df5","0.244832408001868"
"ds406","Student","Stu_45fac958c6049770be29de781fc786e6","0.0102773951050804"
"ds406","Student","Stu_468f65175d78947c5df293bd5b2012f3","-0.0834444362077656"
"ds406","Student","Stu_47244699fdad2f0924f74d45d6aaf5ea","0.318586153254223"
"ds406","Student","Stu_476b789b40e5e3bb6db0ecf8caeed1cb","-0.164176972299422"
"ds406","Student","Stu_47ef85295049cfdc27f478daa5513b08","0.0172326202555388"
"ds406","Student","Stu_47f543fe6fd75dc9a1f0f3326b296d54","0.00262666901779167"
"ds406","Student","Stu_4883f2dd5383f94d24239118b40b5634","0.328242741847861"
"ds406","Student","Stu_48d8c17cb7c1560fc595e20d02a0628d","-0.144719784790887"
"ds406","Student","Stu_49612ce0467374f6c08c90662efa65ea","-0.0234762679421191"
"ds406","Student","Stu_49aee9671c9ed68220b2057e08a21814","0.00772484872722104"
"ds406","Student","Stu_49d6b3bac4bd8a6e8a714344a745fb2a","-0.116666472217295"
"ds406","Student","Stu_4a5cf9532ff49192d7dbd1252aab6d15","0.157434415846116"
"ds406","Student","Stu_4a793b9452ffe3c22e7ea5a76d5f6b43","-0.313804457556848"
"ds406","Student","Stu_4ab54c84e449361ff94e08ef7aaa0fa5","-0.21337652899072"
"ds406","Student","Stu_4b009b65e38dde8c453ffa4d79049a90","0.181255683145455"
"ds406","Student","Stu_4b47ae4c95ea19052f95c2565e8b521b","0.204760143174816"
"ds406","Student","Stu_4b7ca551999458e4665074e589f7cfd7","0.0789298043346673"
"ds406","Student","Stu_4c23d0c5435e5918d6609ae86c888d0b","0.147842250722719"
"ds406","Student","Stu_4c23db42c4c1ada72604388ff3fffd98","-0.583177763725625"
"ds406","Student","Stu_4c30697697972510fb17f75a98d92700","-0.246052631835267"
"ds406","Student","Stu_4d024f16203f72c18320ba587b468038","-0.279421647890614"
"ds406","Student","Stu_4d24c2b31a14d41a4e9dfda62b80b814","0.0667700343521112"
"ds406","Student","Stu_4dee09ff3f7ed6e4e5f19eb90326b4e0","0.214081688624786"
"ds406","Student","Stu_4ecbccc4b067198fced4eb49130421b5","-0.595918251481121"
"ds406","Student","Stu_4eeb86b8ebe1b4499a1b033fc42c9657","0.0502508995691871"
"ds406","Student","Stu_4f5bec6d6a6edda592472527bc6ac32d","0.00779847451322478"
"ds406","Student","Stu_506fa32cd5a6ff4d390edaa53239a145","0.180896719919953"
"ds406","Student","Stu_50825752fcbbf1d8ffb279bffc1ae2e3","0.0307604869467889"
"ds406","Student","Stu_50d08e6b983988e8fe705722ab825208","0.178927703764663"
"ds406","Student","Stu_5142c97d6191ebc470933e6eb5a21dde","-0.0234468710137536"
"ds406","Student","Stu_51c2f243285510cf1d25d8ca44ae84ba","0.409550973598761"
"ds406","Student","Stu_5237736bb7d9577c3832c9367cd9e2ae","0.561658449551216"
"ds406","Student","Stu_529d27897bda9eab9d0aee1e17d57b53","-0.304253152530552"
"ds406","Student","Stu_5303445b214808d163f0e030ba2c45f1","0.562213790011378"
"ds406","Student","Stu_53d1ed8123859fe7ff7508afe76d1e5c","-0.124419408108804"
"ds406","Student","Stu_5494a5afb6ff9d9155787f9023b4a6e4","-0.259536766874938"
"ds406","Student","Stu_549dac879437801822bb694e493e38e5","0.0329169643723617"
"ds406","Student","Stu_54dbe67b4dbcae709bd74947586375e3","-0.250619444700753"
"ds406","Student","Stu_555550770cc487d0d9ce422ef6e3972c","-0.0657872937740171"
"ds406","Student","Stu_55cdc69bec9a4725275432e6ea54c989","-0.326378521637448"
"ds406","Student","Stu_56962e3d59c7ad83b8c33b9e13c99120","0.132474112648655"
"ds406","Student","Stu_56a4eb01d43ebc586f0038704f0aa177","0.207094897712554"
"ds406","Student","Stu_56cd7106cfc9b1b90699f5b3b221d348","-0.141413620834389"
"ds406","Student","Stu_56e44cc83bdb18d5f438ca5f5827ff70","0.168990135640035"
"ds406","Student","Stu_573dd4d587b405a07d707697e8bc561f","-0.154947019725257"
"ds406","Student","Stu_57efa3141d4a75c68ad75d8c253a9ec3","0.204955361489261"
"ds406","Student","Stu_589b9bff5fe72965557ef18cc8bd969c","0.149030214038015"
"ds406","Student","Stu_591a430dfee10ff086d71c97cb243251","0.458622365745536"
"ds406","Student","Stu_59dc745da6180ccb87a4a0ca9fd15191","-0.392485801327231"
"ds406","Student","Stu_59f3346ec7bde14d42e7cc7ca8cab1a7","-0.0885990665990183"
"ds406","Student","Stu_59f4c1b89e1a4f42b0a855e267557d9d","0.344286145906043"
"ds406","Student","Stu_5a1af6ef4eb9aae5b7fa8e4ae365ab34","0.120336265978734"
"ds406","Student","Stu_5a3599f77b69b81ca78de2b9ff4b57fb","0.325895866713473"
"ds406","Student","Stu_5a41dd631526650442a552f68413550b","0.241951460463162"
"ds406","Student","Stu_5bbb43569b160db22c4479118f04cfbb","-0.0510133797645633"
"ds406","Student","Stu_5c5254ef1208f3593b83dd7e9ee68720","0.110688706756672"
"ds406","Student","Stu_5ca8dede817af05dd703d96a95bebe6e","0.0562442788764139"
"ds406","Student","Stu_5cfcea5d79beb7717132b6a76db5193b","-0.101633607103752"
"ds406","Student","Stu_5da39fa73f12ffe3023b94d7af254d61","0.557522002663413"
"ds406","Student","Stu_5ed6ac81d157821021d69ebfd0fbed75","-0.0075933645556561"
"ds406","Student","Stu_5f728eb17f46332ffc092cc9bda3339b","0.186624416159668"
"ds406","Student","Stu_5f9443359fc499207a913e40a44223a9","-0.280423255276381"
"ds406","Student","Stu_6008268a25b4feee39ec4923016552b0","0.202671194464256"
"ds406","Student","Stu_6011dc9d0cbd3bdb12c8d90717ee8300","-0.249903399377057"
"ds406","Student","Stu_60218e2307fb589794d6f24d48b01b16","-0.0621763012030935"
"ds406","Student","Stu_6022f742b113ada043cce706f3878aba","-0.583616076085241"
"ds406","Student","Stu_602fedf793749445d2e69843cc48adaf","-0.165755796360649"
"ds406","Student","Stu_6082e251d09bdfb4ce3da9ec9c6d8d9c","0.192137702977725"
"ds406","Student","Stu_6090947682188d79b23fba2da71de3c0","0.643741311095299"
"ds406","Student","Stu_60b0f233a9a4c7b0ea2e90bfeced0ebc","0.226112575372114"
"ds406","Student","Stu_60ccee9f19beb1c0898a79790611ee0a","-0.751558858278062"
"ds406","Student","Stu_60eb4c36460e142ebc17008efe824901","-0.433974018162971"
"ds406","Student","Stu_60ee7d50707eedd0e3c055002dca2235","0.134040397592286"
"ds406","Student","Stu_6157d1ed4e4b681f423035d605dbd934","-0.0115737807966747"
"ds406","Student","Stu_6190214faf57d900105107ddfe140d52","-0.397887680944378"
"ds406","Student","Stu_61ce5a2a23feb8cf492fac942eb932df","-0.176723341210624"
"ds406","Student","Stu_61de59d0fdd546879b5baa93ac4c0eee","-0.0553232717368917"
"ds406","Student","Stu_624c1ce6699b1157c13ad835aa3f178d","0.296296843306898"
"ds406","Student","Stu_626b39fe839784d5b1c4a53a8328cea6","0.0675059934070433"
"ds406","Student","Stu_62f7e60b789b8f946b0d922b804ab35e","-0.566612108202354"
"ds406","Student","Stu_6346abbfe262f0e085832bb12452c72a","0.109156005664153"
"ds406","Student","Stu_634871e25cd760b996adfef5c0a4e2cd","0.0153223934184311"
"ds406","Student","Stu_636813c6bd44d76bf90a56f7dd555fbc","0.0797275064761844"
"ds406","Student","Stu_637807056fd30c8b44f7bef1fc97a1e0","-0.0606902370301003"
"ds406","Student","Stu_63ceedf99ccd6504caf6fc2dd8f2191a","0.00836131387206317"
"ds406","Student","Stu_642cb5bf264d4c9eeccdb2525087d504","0.316146132189227"
"ds406","Student","Stu_647e1ccd2ef937f4d7cb5445a6138ddb","-0.248974364819136"
"ds406","Student","Stu_650cd5bff5e2ccadce819d422099bdf5","-0.172617949198054"
"ds406","Student","Stu_65a20ce72b1a1cbfaf4df94ebf3ba25c","0.304413870524566"
"ds406","Student","Stu_66c6e8d5ce09266e9b679dc4570ddaea","0.229470005002436"
"ds406","Student","Stu_66e4442a23b420f0a67cf4d25f658795","-0.0152871676806314"
"ds406","Student","Stu_66fcc679e89bbc0a1e3e15af40db00b7","0.366498747429854"
"ds406","Student","Stu_675d07e3a852b83a8caec419c1b3c382","-0.147079901940271"
"ds406","Student","Stu_676520f3e6f66aecd5550eb63e760d6e","-0.243863905126513"
"ds406","Student","Stu_677699791fd40667fa02a7896039c3f4","-0.132796780026349"
"ds406","Student","Stu_680d1a88e814eac0c084cf7625e3564f","-0.0670425679549518"
"ds406","Student","Stu_684be168fdce5b3bf5a8fa6698900291","-0.0337555098584292"
"ds406","Student","Stu_68929ed8f43e9966f5bedc2f9cc6c93f","0.000200743871749987"
"ds406","Student","Stu_691db4a29845234163aa0b5eb0f20cd2","-0.168956711769081"
"ds406","Student","Stu_694f8d3e620a87bd7efcd422aa9853b5","0.0736900711181667"
"ds406","Student","Stu_6a083ee1573c7a8f9fb3d6cd3f96a5e5","-0.389243796211741"
"ds406","Student","Stu_6a5bbde8f6a6e6bbec7549525344247b","0.135365048561931"
"ds406","Student","Stu_6b351b1581f6bed8cb5a3a949e8a9ec9","-0.184190475273747"
"ds406","Student","Stu_6b63b045ef84e5511e235b76f0748279","0.217261012879009"
"ds406","Student","Stu_6b9da9911298f0f0130d2b45c468f9a2","-0.130589159647729"
"ds406","Student","Stu_6bd50b04d6abdaf076fd59bac169b9a0","-0.0798185190861901"
"ds406","Student","Stu_6c32907d04b373ff8666b26b967d27c9","0.337940331751039"
"ds406","Student","Stu_6c52a60d660e036e45269b2d09d61ffd","0.229043558525673"
"ds406","Student","Stu_6c6f0e4c701ad9085f27775e38bfff07","-0.212656904691016"
"ds406","Student","Stu_6c74c7cf8f05ce4320e99572e6fa8bc4","0.324964429822349"
"ds406","Student","Stu_6c898b744db1131ab27fbe2f8a3b134e","0.0872772376041327"
"ds406","Student","Stu_6cbc8b1e299e30e70476d42d29135d02","0.198391641054108"
"ds406","Student","Stu_6d3b909fa3941c2d9cd7a9013a5c8b9a","-0.149600842779047"
"ds406","Student","Stu_6d3d859aad8744406813903973370dcf","0.0637122324525321"
"ds406","Student","Stu_6d98a27e8de27d928065418ab1ffd5f3","0.0587922407398708"
"ds406","Student","Stu_6d9d894e95745c9f5df5362edc250a7d","-0.222464353861602"
"ds406","Student","Stu_6df7874547777b2c77c71a7ac15bded9","-0.306187974743513"
"ds406","Student","Stu_6e0a29237aac849ae5d49bb79e1bf938","-0.087141823937172"
"ds406","Student","Stu_6ed4e7d4f3de655d85d9e5388d67111f","-0.151164215344226"
